38297 -3685 0 0
OK
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
OK
0 0 0 0
OK
DC_TIMING,run_id=1,n=80,min_ms=6.351,max_ms=6.355,mean_ms=6.353,ina1_fail=0,ina2_fail=0,imu_fail=0
#config,Kp=70,Ki=0,Kd=110,Ko=50,ffScalePct=100,loopHz=20,Ldb_f=157,Lkv_f=178,Ldb_r=142,Lkv_r=190,Rdb_f=146,Rkv_f=155,Rdb_r=100,Rkv_r=201
#run_id,surface,pattern,t_ms,tgtL,tgtR,pwmL,pwmR,encL,encR,velL,velR,curL,curR,curRawL,curRawR,bus_mV,ax,ay,az,gx,gy,gz
2,1,1,1300,30,30,90,38,3398,3449,31,34,21,75,205,752,11808,-614,-528,16864,-829,418,780
2,1,1,1350,30,30,95,39,3427,3481,29,32,21,92,208,919,11812,-1194,222,18268,-931,441,742
2,1,1,1400,30,30,100,47,3455,3510,28,29,29,90,281,899,11808,10,1228,10362,-229,86,684
2,1,1,1450,30,30,110,52,3481,3538,26,28,29,123,287,1232,11800,-1192,-138,18088,-612,-54,573
2,1,1,1500,30,30,115,58,3507,3565,26,27,36,129,353,1290,11796,-712,-660,16962,-796,-458,349
2,1,1,1550,30,30,124,65,3532,3591,25,26,44,151,438,1512,11792,-198,-508,16772,-513,-571,78
2,1,1,1600,30,30,131,74,3557,3616,25,25,56,167,554,1667,11772,-132,-40,16824,-433,-668,-93
2,1,1,1650,30,30,141,88,3581,3639,24,23,85,188,847,1880,11760,336,870,15470,-191,-170,-184
2,1,1,1700,30,30,149,105,3605,3660,24,21,101,190,1008,1903,11752,156,700,15778,-340,15,-412
2,1,1,1750,30,30,157,117,3629,3681,24,21,143,232,1430,2320,11732,256,254,17102,-583,-4,-486
2,1,1,1800,30,30,169,129,3652,3702,23,21,147,263,1468,2630,11716,-52,646,16838,-380,-206,-617
2,1,1,1850,30,30,178,141,3675,3723,23,21,201,261,2004,2609,11692,122,708,15146,-60,-437,-661
2,1,1,1900,30,30,184,150,3699,3745,24,22,192,308,1920,3076,11676,114,-434,17570,-350,410,-823
2,1,1,1950,30,30,196,168,3722,3765,23,20,272,344,2712,3436,11664,420,-22,16652,-165,-195,-823
2,1,1,2000,0,0,-49,-59,3746,3787,24,22,41,29,407,285,11628,960,146,15106,-825,1377,-773
2,1,1,2050,0,0,-68,-71,3766,3804,20,17,41,37,403,373,11816,220,924,18012,-461,2545,-435
2,1,1,2100,0,0,-96,-98,3786,3822,20,18,81,76,801,763,11812,-922,-1548,17424,-757,-680,-162
2,1,1,2150,0,0,-109,-116,3802,3838,16,16,123,87,1222,869,11784,-1000,-1210,17436,-314,285,139
2,1,1,2200,0,0,-117,-124,3814,3850,12,12,112,115,1112,1148,11756,-3806,-752,16464,-1019,-334,442
2,1,1,2250,0,0,-123,-133,3823,3860,9,10,163,136,1625,1359,11744,-1904,-674,15882,-738,275,482
2,1,1,2300,0,0,-118,-133,3827,3866,4,6,170,127,1697,1264,11728,-1852,-10,16784,-585,-191,731
2,1,1,2350,0,0,-110,-131,3827,3869,0,3,164,111,1639,1105,11728,-866,-36,17056,-453,-639,490
2,1,1,2400,0,0,-110,-125,3827,3869,0,0,150,113,1493,1127,11732,-260,230,17076,-585,-891,48
2,1,1,2450,0,0,-110,-125,3827,3869,0,0,138,112,1376,1116,11744,396,-52,16802,-517,-761,113
2,1,1,2500,0,0,-110,-125,3827,3869,0,0,134,100,1335,996,11744,176,-196,17098,-797,241,194
2,1,1,2550,0,0,-110,-125,3827,3869,0,0,131,97,1307,972,11752,368,10,16938,-575,-145,-29
2,1,1,2600,0,0,-110,-125,3827,3869,0,0,154,100,1537,994,11748,348,246,16804,-595,-149,48
2,1,1,2650,0,0,-110,-125,3827,3869,0,0,155,99,1550,988,11740,336,214,16720,-601,-18,119
2,1,1,2700,0,0,-110,-125,3827,3869,0,0,155,96,1545,960,11740,318,204,16626,-597,-20,140
2,1,1,2750,0,0,-110,-125,3827,3869,0,0,153,92,1529,919,11744,220,178,16766,-588,-28,117
2,1,1,2800,0,0,-110,-125,3827,3869,0,0,155,89,1541,886,11744,220,128,16886,-614,-21,121
2,1,1,2850,0,0,-110,-125,3827,3869,0,0,144,84,1433,839,11744,268,156,16738,-596,-34,140
2,1,1,2900,0,0,-110,-125,3827,3869,0,0,155,104,1544,1041,11740,284,138,16774,-584,-41,97
2,1,1,2950,0,0,-110,-125,3827,3869,0,0,156,101,1558,1006,11740,294,180,16744,-608,-32,95
2,1,1,3000,0,0,-110,-125,3827,3869,0,0,155,99,1545,987,11744,316,242,16636,-582,-47,114
2,1,1,3050,0,0,-110,-125,3827,3869,0,0,155,99,1543,988,11744,306,264,16764,-603,-30,124
2,1,1,3100,0,0,-110,-125,3827,3869,0,0,147,99,1466,988,11744,228,210,16814,-612,-26,103
2,1,1,3150,0,0,-110,-125,3827,3869,0,0,154,99,1538,986,11740,248,226,16762,-601,-23,102
2,1,1,3200,0,0,-110,-125,3827,3869,0,0,155,99,1541,988,11740,280,194,16810,-592,-40,113
2,1,1,3250,0,0,-110,-125,3827,3869,0,0,153,99,1527,987,11740,298,178,16752,-597,-39,115
2,1,1,3300,0,0,-110,-125,3827,3869,0,0,155,99,1542,986,11744,278,230,16756,-604,-31,106
2,1,1,3350,0,0,-110,-125,3827,3869,0,0,143,99,1423,987,11744,310,182,16708,-607,-34,109
2,1,1,3400,0,0,-110,-125,3827,3869,0,0,154,95,1540,944,11740,320,214,16726,-585,-37,124
2,1,1,3450,0,0,-110,-125,3827,3869,0,0,156,89,1556,884,11744,326,110,16752,-603,-26,119
2,1,1,3500,0,0,-110,-125,3827,3869,0,0,155,90,1542,899,11744,252,288,16674,-619,-23,117
2,1,1,3550,0,0,-110,-125,3827,3869,0,0,155,103,1545,1029,11740,234,204,16810,-602,-29,101
2,1,1,3600,0,0,-110,-125,3827,3869,0,0,147,100,1464,996,11740,244,102,16818,-600,-25,133
2,1,1,3650,0,0,-110,-125,3827,3869,0,0,155,99,1547,988,11744,258,130,16822,-589,-34,111
2,1,1,3700,0,0,-110,-125,3827,3869,0,0,156,99,1558,989,11744,268,198,16810,-593,-39,100
2,1,1,3750,0,0,-110,-125,3827,3869,0,0,155,99,1545,988,11744,298,136,16830,-620,-21,117
2,1,1,3800,0,0,-110,-125,3827,3869,0,0,155,99,1546,988,11744,274,166,16780,-584,-31,110
2,1,1,3850,0,0,-110,-125,3827,3869,0,0,153,98,1529,982,11744,274,258,16748,-600,-28,101
2,1,1,3900,0,0,-110,-125,3827,3869,0,0,155,99,1541,985,11744,290,126,16726,-595,-40,124
2,1,1,3950,0,0,-110,-125,3827,3869,0,0,139,99,1390,989,11744,264,272,16692,-606,-17,122
OK
DC_TIMING,run_id=3,n=80,min_ms=6.351,max_ms=6.356,mean_ms=6.353,ina1_fail=0,ina2_fail=0,imu_fail=0
#config,Kp=70,Ki=0,Kd=110,Ko=50,ffScalePct=100,loopHz=20,Ldb_f=157,Lkv_f=178,Ldb_r=142,Lkv_r=190,Rdb_f=146,Rkv_f=155,Rdb_r=100,Rkv_r=201
#run_id,surface,pattern,t_ms,tgtL,tgtR,pwmL,pwmR,encL,encR,velL,velR,curL,curR,curRawL,curRawR,bus_mV,ax,ay,az,gx,gy,gz
3,1,1,0,30,30,252,234,3826,3869,0,0,491,482,4909,4815,11848,248,208,16766,-593,-35,109
3,1,1,50,30,30,286,268,3828,3871,2,2,523,655,5222,6550,11496,606,-282,18854,-856,153,183
3,1,1,100,30,30,321,300,3831,3875,3,4,773,879,7724,8789,11356,1984,980,16200,-427,-192,967
3,1,1,150,30,30,344,318,3838,3884,7,9,674,1422,6731,14223,11248,2416,520,17006,-475,-149,364
3,1,1,200,30,30,351,333,3852,3897,14,13,994,1279,9933,12787,11044,2852,532,17170,-729,-79,-540
3,1,1,250,30,30,349,338,3873,3915,21,18,866,1146,8658,11455,11056,3528,720,16418,-375,-112,-1002
3,1,1,300,30,30,344,337,3899,3938,26,23,894,907,8940,9068,11104,3770,1022,15288,-424,-196,-860
3,1,1,350,30,30,339,329,3928,3966,29,28,834,982,8337,9820,11124,1976,608,17330,-633,298,-391
3,1,1,400,30,30,326,321,3961,3997,33,31,865,879,8643,8786,11184,-140,-520,18748,-330,281,-128
3,1,1,450,30,30,311,302,3997,4033,36,36,747,693,7461,6926,11220,802,-606,17512,-813,-345,64
3,1,1,500,30,30,296,287,4035,4071,38,38,690,708,6892,7076,11276,726,1034,16110,-515,354,321
